"ID","Nimi","Namn","Name","Osoite","Adress","Kaupunki","Stad","Kapasiteet","x","y"
"344","Puistolan asema","Parkstad järnvägsstation","Puistolan asema","Tapulikaupungintie 1","Stapelstadsvägen 1","Helsinki","Helsingfors",16,25.0343501212405,60.2751896029642
"346","Maatullinkuja","Landtullsgränden","Maatullinkuja","Maatullinkuja 17","Landtullsgränden 17","Helsinki","Helsingfors",18,25.0246919817259,60.2762367892689
"347","Sateenkaarentie","Regnbågsvägen","Sateenkaarentie","Suutarilantie 60","Skomakarbölevägen 60","Helsinki","Helsingfors",18,25.0110629825049,60.2807560752423
"348","Siltamäki","Brobacka","Siltamäki","Jousimiehentie 3","Skyttens väg 3","Helsinki","Helsingfors",12,24.9893966166804,60.2744670938261
"349","Töyrynummentie","Lidmalmsvägen","Töyrynummentie","Töyrynummentie 2","Lidmalmsvägen 2","Helsinki","Helsingfors",16,25.0039702918602,60.2719623839468
"350","Töyrynummi","Lidamalmen","Töyrynummi","Pertunpellontie 4","Bertåkersvägen 4","Helsinki","Helsingfors",14,24.9929902179008,60.2671467662216
"351","Kotinummentie","Hemmalmsvägen","Kotinummentie","Kotinummentie 68","Hemmalmsvägen 68","Helsinki","Helsingfors",16,25.0135723691851,60.2675063004499
"345","Porvarintie","Borgarvägen","Porvarintie","Porvarintie 8-10","Borgarvägen 8-10","Helsinki","Helsingfors",16,25.032655333,60.27189034
"353","Helluntairaitti","Pingststråket","Helluntairaitti","Tasankotie 14","Slättvägen 14","Helsinki","Helsingfors",20,25.0368876017095,60.2632142978322
"352","Tapanilan asema","Mosabacka järnvägsstation","Tapanila railway station","Sompiontori 1","Sompiotorget 1","Helsinki","Helsingfors",12,25.0281239739891,60.2633039538104
"354","Saniaiskuja","Ormbunksgränden","Saniaiskuja","Saniaiskuja 1","Ormbunksgränden 1","Helsinki","Helsingfors",16,25.0290905800296,60.25909156602
"355","Halmetie","Brännvägen","Halmetie","Vanha Tapaninlantie 70","Gamla Staffansbyvägen 70","Helsinki","Helsingfors",16,25.0176577469294,60.2609068068142
"356","Laulurastaantie","Trastvägen","Laulurastaantie","Laulurastaantie 25","Trastvägen 25","Helsinki","Helsingfors",14,25.0033102423416,60.2608846521727
"357","Vanha Tapanilantie","Gamla Staffansbyvägen","Vanha Tapanilantie","Kirkonkyläntie 79","Kyrkobyvägen 79","Helsinki","Helsingfors",16,24.9897538768656,60.2596990442275
"358","Syystie","Höstvägen","Syystie","Kirkonkyläntie 34","Kyrkobyvägen 34","Helsinki","Helsingfors",18,24.9986055764439,60.256671174374
"359","Malmin sairaala","Malms sjukhus","Malmi Hospital","Kirkonkyläntie 23","Kyrkobyvägen 23","Helsinki","Helsingfors",16,25.0028280196256,60.2541586216461
"360","Malmin asema","Malm järnvägsstation","Malmi railway station","Ylä-Malmin tori 3","Övre Malms torg 3","Helsinki","Helsingfors",24,25.0091215694658,60.2523255258372
"361","Huhtakuja","Fallåkersgränden","Huhtakuja","Kotinummentie 5","Hemmalmsvägen 5","Helsinki","Helsingfors",16,25.0131080169475,60.2575633298897
"362","Teerisuontie","Orrmossevägen","Teerisuontie","Teerisuontie 27","Orrmossevägen 27","Helsinki","Helsingfors",14,25.0214900833646,60.2533940877891
"364","Ala-Malmin tori","Nedre Malms torg","Ala-Malmin tori","Pikkalankatu 5","Pickalagatan 5","Helsinki","Helsingfors",20,25.0132371443462,60.2503063500603
"363","Väärämäentie","Vindobackavägen","Väärämäentie","Väärämäentie 2-4","Vindobackavägen 2-4","Helsinki","Helsingfors",12,25.0297267023462,60.2426928298539
"365","Karviaistie","Stickelvägen","Karviaistie","Karviaistie 3","Stickelvägen 3","Helsinki","Helsingfors",16,25.0078604417066,60.2468453049551
"366","Tilketori","Drevtorget","Tilketori","Tilketori 1","Drevtorget 1","Helsinki","Helsingfors",20,25.0039930501515,60.2498265610789
"367","Karhusuontie","Björnkärrsvägen","Karhusuontie","Karhusuontie 27","Björnkärrsvägen 27","Helsinki","Helsingfors",14,24.9870649315623,60.2517795830055
"372","Jokipellontie","Åfältsvägen","Jokipellontie","Jokipellontie 10","Åfältsvägen 10","Helsinki","Helsingfors",16,24.9833214791834,60.2452177923159
"368","Pukinmäen liikuntapuisto","Bocksbacka idrottspark","Pukinmäki sports park","Kenttätie 10","Fältvägen 10","Helsinki","Helsingfors",14,24.9917239060614,60.2477323351629
"369","Pukinmäen asema","Bocksbacka järnvägsstation","Pukinmäki railway station","Pukinmäenaukio 4","Bocksbackaplanen 4","Helsinki","Helsingfors",16,24.9939952300621,60.2430864481668
"370","Rapakiventie","Örstensvägen","Rapakiventie","Lucina Hagmanin kuja 1","Lucina Hagmans gränd 1","Helsinki","Helsingfors",16,25.0013676173171,60.2393196827549
"391","Tollinpolku","Tollsstigen","Tollinpolku","Luutnantinpolku 7a","Juustensvägen 4","Helsinki","Helsingfors",12,24.8677110166808,60.245908525041
"373","Mikkolantie","Mickelsvägen","Mikkolantie","Mikkolantie 12","Mickelsvägen 12","Helsinki","Helsingfors",16,24.9715442521575,60.2355666358133
"374","Etupellonpuisto","Framåkersparken","Etupellonpuisto","Yhdyskunnantie 22","Samhällsvägen 22","Helsinki","Helsingfors",18,24.95944937493,60.2419862673955
"375","Piikintie","Piksvägen","Piikintie","Yhdyskunnantie 54","Samhällsvägen 54","Helsinki","Helsingfors",12,24.9581440446396,60.2488559062646
"376","Torpparinmäentie","Torparbacksvägen","Torpparinmäentie","Kuusmiehenkaari 5","Sexmansbågen 5","Helsinki","Helsingfors",14,24.9447682689237,60.2568807091704
"379","Paloheinän kirjasto","Svedängens bibliotek","Paloheinän kirjasto","Paloheinäntie 22","Svedängsvägen 22","Helsinki","Helsingfors",18,24.9416682057603,60.2495097085073
"377","Paloheinän maja","Svedängens stuga","Paloheinän maja","Pakilantie 124","Baggbölevägen 124","Helsinki","Helsingfors",20,24.9183008944604,60.2552356088463
"378","Paloheinäntie","Svedängsvägen","Paloheinäntie","Pakilantie 91","Baggbölevägen 91","Helsinki","Helsingfors",16,24.9238580658345,60.2469918098113
"380","Pirkkolan liikuntapuisto","Britas idrottspark","Pirkkolan liikuntapuisto","Pirkkolan metsätie 6","Britas skogsväg 6","Helsinki","Helsingfors",14,24.9097508532821,60.232734803775
"381","Maununneva","Magnuskärr","Maununneva","Kaarelantie 14","Kårbölevägen 14","Helsinki","Helsingfors",14,24.8989998259643,60.2444085812279
"307","Ulappasilta","Fjärdbron","Ulappasilta","Ulappasilta 1","Fjärdbron 1","Helsinki","Helsingfors",18,25.1410458716813,60.2066160428581
"382","Hakuninmaa","Håkansåker","Hakuninmaa","Perhekunnantie 8","Husfolksvägen 8","Helsinki","Helsingfors",16,24.8970699007855,60.252967146995
"383","Kuninkaantammi","Kungseken","Kuninkaantammi","Kuninkaantammenkierto 22","Kungseksringen 22","Helsinki","Helsingfors",20,24.892757395895,60.259256054776
"384","Kalannintie","Kalantivägen","Kalannintie","Kalanninpolku","Kalantistigen","Helsinki","Helsingfors",14,24.8841075429141,60.2528066323977
"386","Kannelmäen liikuntapuisto","Gamlas idrottspark","Kannelmäen liikuntapuisto","Kanneltie 12","Kantelevägen 12","Helsinki","Helsingfors",16,24.8788004950615,60.2437463425961
"385","Pajupillintie","Videlåtsvägen","Pajupillintie","Vanhaistentie 3","Gamlasvägen 3","Helsinki","Helsingfors",16,24.8861026255016,60.2432353029777
"387","Kauppakeskus Kaari","Köpcentrum Kaari","Shopping Center Kaari","Kantelettarentie 1","Kanteletarvägen 1","Helsinki","Helsingfors",16,24.8894796721591,60.2363305501839
"388","Kaustisentie","Kaustbyvägen","Kaustisentie","Pelimannintie","Spelmansvägen","Helsinki","Helsingfors",16,24.8814517125501,60.2378065223104
"389","Kannelmäen asema","Gamlas järnvägsstation","Kannelmäki railway station","Sitratori 2","Cittertorg 2","Helsinki","Helsingfors",20,24.8766472489767,60.2393459909658
"371","Savela","Lerstrand","Savela","Ratavallintie 6","Banvallsvägen 6","Helsinki","Helsingfors",14,24.9913872585832,60.2404948542171
"390","Trumpettikuja","Trumpetgränden","Trumpettikuja","Trumpettitie 3","Trumpetvägen 3","Helsinki","Helsingfors",16,24.869109999497,60.2391561100934
"392","Viljelijäntie","Odlarvägen","Viljelijäntie","Viljelijäntie 5","Odlarvägen 5","Helsinki","Helsingfors",16,24.8572979635334,60.2432334444678
"393","Malminkartanon asema","Malmgård järnvägsstation","Malminkartano railway station","Luutnantinaukio","Löjtnantsplatsen","Helsinki","Helsingfors",20,24.8631156423813,60.2478178576762
"394","Tuohipolku","Näverstigen","Tuohipolku","Tuohipolku 1","Näverstigen 1","Helsinki","Helsingfors",12,24.8574322593556,60.2515646859168
"395","Honkasuo","Hongasmossa","Honkasuo","Naapuripellontie 27","Naboängsvägen 27","Helsinki","Helsingfors",16,24.8465809743929,60.255557476007
"396","Malminkartanonhuippu","Malmgårdstoppen","Malminkartano Hill","Naapuripellontie 7","Naboängsvägen 7","Helsinki","Helsingfors",12,24.8486486878388,60.2504077926351
"397","Hankasuontie","Hankmossvägen","Hankasuontie","Malminkartanontie 2","Malmgårdsvägen","Helsinki","Helsingfors",16,24.8475860266275,60.2447437736882
"398","Ajomiehentie","Körkarlsvägen","Ajomiehentie","Ajomiehentie 1","Körkarlsvägen 1","Helsinki","Helsingfors",20,24.8512905063639,60.2388821009165
"399","Vähäntuvantie","Lillstuvägen","Vähäntuvantie","Kylväjäntie 12","Såningsmansvägen 12","Helsinki","Helsingfors",14,24.846165047021,60.2324510345281
"400","Kuusisaari","Granö","Kuusisaari","Kuusisaarenpolku 1","Granöstigen 1","Helsinki","Helsingfors",16,24.8567965996401,60.1845083389847
"401","Koivusaari (M)","Björkholmens metrostation","Koivusaari metro station","Sotkatie 11","Dykandsvägen 11","Helsinki","Helsingfors",16,24.8551642686834,60.1633863116225
"402","Bermudankuja","Bermudagränden","Välimerenkatu","Atlantinkatu 10","Atlantgatan 10","Helsinki","Helsingfors",16,24.9101421129463,60.1549042600429
"403","Verkkosaari","Nätholmen","Verkkosaari","Tukkutorinkuja 3","Partitorgsgränden","Helsinki","Helsingfors",20,24.9775480765957,60.1895561753156
"404","Sompasaari","Sumparn","Sompasaari","Sompasaarenlaituri 2","Sumparkajen 2","Helsinki","Helsingfors",14,24.9760758238593,60.1829308185667
"405","Jollas","Jollas","Jollas","Jollaksentie 33","Jollasvägen 33","Helsinki","Helsingfors",16,25.0616678668253,60.1644074899774
